Numero;Nombre de la Licitacion;Comprador;Estado;Fecha Cierre;mes_cierre;categoria
2792-14-L116;ARRIENDO GENERADOR EL�CTRICO PARA SAPU LA PINCOYA;Municipalidad de Huechuraba;Adjudicada;22-03-2016 09:00:00;3;Otros
2793-34-LE16;Pinturas acr�licas y diluyentes, demarcaci�n vial;Municipalidad de Huechuraba;Adjudicada;21-03-2016 18:45:00;3;Otros
2793-35-LE16;ARRIENDO DE CAMIONETA PARA DAO;Municipalidad de Huechuraba;Adjudicada;21-03-2016 17:28:00;3;Vehículos y Combustible
2792-11-L116;INSUMOS E INSTRUMENTAL - CONVENIOS DENTALES PRORROGADOS;Municipalidad de Huechuraba;Adjudicada;15-03-2016 15:01:00;3;Salud
2791-9-LE16;INSUMOS PARA SALAS DE ENFERMERIA EST. MUNICIPALES;Municipalidad de Huechuraba;Adjudicada;14-03-2016 15:10:00;3;Otros
2792-10-L116;F�RMACOS UAPO - FEBRERO 2016;Municipalidad de Huechuraba;Adjudicada;14-03-2016 15:01:00;3;Otros
2793-6-LR16;TRATAMIENTO INTERMEDIO Y DISPOSICI�N FINAL;Municipalidad de Huechuraba;Adjudicada;10-03-2016 12:00:00;3;Otros
2792-2-LP16;SERVICIOS COMPLEMENTARIOS DE LABORATORIO CLINICO PARA LOS ESTABLECIMIENTOS DE SALUD DE LA COMUNA DE HUECHURABA 2016 - 2017;Municipalidad de Huechuraba;Adjudicada;07-03-2016 15:00:00;3;Salud
2793-31-L116;Prooduccion Evento Inauguracion Farmacia Popular;Municipalidad de Huechuraba;Adjudicada;02-03-2016 16:30:00;3;Salud
2792-9-L116;TURBINAS DENTALES PARA PROGRAMAS ODONTOL�GICOS;Municipalidad de Huechuraba;Adjudicada;02-03-2016 15:01:00;3;Salud
2792-7-LE16;ADQUISICI�N DE F�RMACOS - FEBRERO 2016;Municipalidad de Huechuraba;Adjudicada;01-03-2016 09:01:00;3;Otros
2792-8-L116;DISPENSADORES DE PRESERVATIVOS;Municipalidad de Huechuraba;Adjudicada;01-03-2016 09:01:00;3;Otros
2791-8-LE16;arriendo de furgon escolar;Municipalidad de Huechuraba;Adjudicada;29-02-2016 19:53:00;2;Otros
2793-30-LE16;Producci�n evento 2da Corrida Familiar Huechuraba;Municipalidad de Huechuraba;Adjudicada;29-02-2016 19:49:00;2;Educación, Social y Eventos
2793-22-LE16;CULTURA DE GENERO PARA NUESTRO ESPACIOS PUBLICOS;Municipalidad de Huechuraba;Adjudicada;29-02-2016 16:12:00;2;Otros
2792-4-LE16;ADQUISICION DE CINTAS DE GLICEMIA Y COLESTEROL, PARA LOS ESTABLECIMIENTOS DE SALUD DE LA COMUNA DE HUECHURABA;Municipalidad de Huechuraba;Adjudicada;29-02-2016 15:01:00;2;Salud
2792-5-L116;INSUMOS E INSTRUMENTAL DENTAL - IMPLEMENTACI�N PROGRAMA RESOLUCI�N DE ESPECIALIDADES EN APS - Readjudicada en Id 2792-5-R116;Municipalidad de Huechuraba;Adjudicada;25-02-2016 15:01:00;2;Salud
2792-6-L116;EQUIPAMIENTO DENTAL- GES ODONTOLOGICO-FEBRERO 2016;Municipalidad de Huechuraba;Adjudicada;25-02-2016 15:01:00;2;Salud
2792-5-R116;INSUMOS E INSTRUMENTAL DENTAL - IMPLEMENTACI�N PROGRAMA RESOLUCI�N DE ESPECIALIDADES EN APS;Municipalidad de Huechuraba;Adjudicada;25-02-2016 15:01:00;2;Salud
2793-25-L116;INSUMOS HIGIENE AMBIENTAL Y ZOONOSIS;Municipalidad de Huechuraba;Adjudicada;23-02-2016 15:44:00;2;Otros
2793-24-L116;CARPETAS FICHA CONDUCTOR PARA LICENCIA DE CONDUCIR;Municipalidad de Huechuraba;Adjudicada;23-02-2016 12:44:00;2;Otros
2793-28-L116;Arriendo de Sal�n, servicio de c�ctel y almuerzo;Municipalidad de Huechuraba;Adjudicada;23-02-2016 10:00:00;2;Otros
2793-23-L116;NEUMATICOS MACIZO CON LLANTA PARA MINICARGADOR - Readjudicada en Id 2793-23-R116;Municipalidad de Huechuraba;Adjudicada;22-02-2016 21:17:00;2;Otros
2793-23-R116;NEUMATICOS MACIZO CON LLANTA PARA MINICARGADOR;Municipalidad de Huechuraba;Adjudicada;22-02-2016 21:17:00;2;Otros
2793-20-LE16;FESTIVAL DE LA VOZ FEMENINA HUECHURABA 2016;Municipalidad de Huechuraba;Adjudicada;19-02-2016 11:08:00;2;Otros
2791-6-L116;ALIMENTOS ESPECIALIDA DE ALIMENTACION;Municipalidad de Huechuraba;Adjudicada;17-02-2016 19:05:00;2;Educación, Social y Eventos
2793-18-LE16;BECAS DE EDUCACION BASICA A�O 2016;Municipalidad de Huechuraba;Adjudicada;16-02-2016 15:01:00;2;Otros
2793-14-LE16;Arriendo de Camionetas para DIDECO y  Social.;Municipalidad de Huechuraba;Adjudicada;12-02-2016 15:32:00;2;Vehículos y Combustible
2793-16-LE16;TONER Y CARTRIDGES PARA STOCK DE BODEGA A�O 2016;Municipalidad de Huechuraba;Adjudicada;12-02-2016 15:11:00;2;Tecnología e Insumos
2791-5-L116;materiales especialidad de alimentacion;Municipalidad de Huechuraba;Adjudicada;09-02-2016 13:14:00;2;Otros
2793-10-LE16;ADQUISICION INSUMOS PARA CENTRO DE ESTERILIZACION - Readjudicada en Id 2793-10-R116;Municipalidad de Huechuraba;Adjudicada;01-02-2016 15:30:00;2;Otros
2793-10-R116;ADQUISICION INSUMOS PARA CENTRO DE ESTERILIZACION;Municipalidad de Huechuraba;Adjudicada;01-02-2016 15:30:00;2;Otros
2793-7-LE16;FIESTAS DEL AGUA ITINERANTES EN TU BARRIO - Readjudicada en Id 2793-7-R116;Municipalidad de Huechuraba;Adjudicada;28-01-2016 19:55:00;1;Otros
2793-7-R116;FIESTAS DEL AGUA ITINERANTES EN TU BARRIO;Municipalidad de Huechuraba;Adjudicada;28-01-2016 19:55:00;1;Otros
2793-331-LE15;PROV E INST M�QUINAS EJERCICIO Y JUEGOS INFANTILES;Municipalidad de Huechuraba;Adjudicada;28-01-2016 12:00:00;1;Otros
2792-1-LE16;SERVICIO DE RETIRO Y ELIMINACION DE RESIDUOS ESPECIALES,  PELIGROSOS  Y RADIACTIVOS DE BAJA INTENSIDAD PARA LOS ESTABLECIMIENTOS DE SALUD;Municipalidad de Huechuraba;Adjudicada;25-01-2016 15:01:00;1;Salud
2791-4-L116;LIBRO DE CLASE A�O 2016;Municipalidad de Huechuraba;Adjudicada;20-01-2016 12:54:00;1;Otros
2793-304-LR15;PROYECTOS FAEP-2015 Y FEP, COMUNA DE HUECHURABA;Municipalidad de Huechuraba;Adjudicada;19-01-2016 15:00:00;1;Otros
2793-1-LE16;Arriendo de m�viles para Depto. de Educaci�n;Municipalidad de Huechuraba;Adjudicada;14-01-2016 19:57:00;1;Otros
2793-4-LE16;ARRIENDO DE 3 MONUMENTALES DE 7 X 2 METROS;Municipalidad de Huechuraba;Adjudicada;14-01-2016 15:06:00;1;Otros
2793-3-LE16;ARRIENDO CONTENEDOR PARA HABILITACI�N DE FARMACIA;Municipalidad de Huechuraba;Adjudicada;13-01-2016 17:00:00;1;Salud
2791-2-L116;materiles sala cuna;Municipalidad de Huechuraba;Adjudicada;12-01-2016 12:51:00;1;Otros
2791-1-L116;materiales especialidad de alimentacion;Municipalidad de Huechuraba;Adjudicada;12-01-2016 12:27:00;1;Otros
2792-84-LE15;SERVICIO MANTENCION DE EQUIPAMIENTO MEDICO Y DENTAL EN LOS ESTABLECIMIENTOS DE SALUD DE LA COMUNA DE HUECHURABA;Municipalidad de Huechuraba;Adjudicada;12-01-2016 11:15:00;1;Salud
2793-303-LE15;CONVENIO SUMINISTROS, ADQ  IMPRESIONES DIGITALES;Municipalidad de Huechuraba;Adjudicada;06-01-2016 15:00:00;1;Otros
2791-118-L115;IMPLEMENTACION PROYECTOS DEPORTIVOS RECREATIVOS;Municipalidad de Huechuraba;Adjudicada;04-01-2016 15:18:00;1;Otros
2793-359-L115;Materiales para taller de Locuci�n y Radio;Municipalidad de Huechuraba;Adjudicada;29-12-2015 10:00:00;12;Educación, Social y Eventos
2793-357-L115;CELEBRACI�N D�A DE LA DISCAPACIDAD 2015;Municipalidad de Huechuraba;Adjudicada;28-12-2015 15:18:00;12;Otros
2793-355-E215;MATERIALES DE REPARACI�N CENTRO CULTURAL;Municipalidad de Huechuraba;Adjudicada;24-12-2015 10:01:00;12;Otros
2793-305-LE15;MEJ CIERROS PERIMETRALES ESCUELA LAS CANTERAS;Municipalidad de Huechuraba;Adjudicada;23-12-2015 15:00:00;12;Educación, Social y Eventos
2793-353-L115;CIERRE�DEL�PROCESO�DE�LAS�GUARDER�AS�A�O�2015;Municipalidad de Huechuraba;Adjudicada;23-12-2015 12:00:00;12;Otros
2791-117-L115;salidas educativas carlos prtas;Municipalidad de Huechuraba;Adjudicada;22-12-2015 17:38:00;12;Otros
2791-114-L115;termino de a�o programa mujer trabaja tranquila;Municipalidad de Huechuraba;Adjudicada;22-12-2015 11:26:00;12;Otros
2791-116-L115;acrilicos mantencion escuelas;Municipalidad de Huechuraba;Adjudicada;21-12-2015 19:48:00;12;Servicios y Mantención
2791-115-L115;MAT. DEPORTIVO Y TECNOLOGICO ESC. LAS CANTERAS;Municipalidad de Huechuraba;Adjudicada;21-12-2015 19:25:00;12;Otros
2793-347-L115;Dipticos y Flyer para Oficina de la Mujer;Municipalidad de Huechuraba;Adjudicada;21-12-2015 15:20:00;12;Otros
2793-279-LP15;OCUPACI�N DE BIENES MUNICIPALES YO NACIONALES;Municipalidad de Huechuraba;Adjudicada;21-12-2015 15:15:00;12;Otros
2793-298-LE15;MANT. Y REP. EQUIPOS AGUA CALIENTE Y CALEFACCI�N;Municipalidad de Huechuraba;Adjudicada;21-12-2015 15:00:00;12;Otros
2793-338-LE15;Materiales para Reparaci�n Centro Cultural;Municipalidad de Huechuraba;Adjudicada;17-12-2015 18:51:00;12;Otros
2793-341-LE15;Producci�n Integral de Programa Arte y Cultura;Municipalidad de Huechuraba;Adjudicada;17-12-2015 12:17:00;12;Otros
2793-345-L115;C�ctel para Ceremonia Cierre Cursos Capacitacion;Municipalidad de Huechuraba;Adjudicada;17-12-2015 10:00:00;12;Otros
2793-342-L115;Equipos de Audio y Amplificaci�n;Municipalidad de Huechuraba;Adjudicada;15-12-2015 20:24:00;12;Otros
2793-335-LE15;Pinturas acrilicas y diluyentes, demarcaci�n vial;Municipalidad de Huechuraba;Adjudicada;14-12-2015 18:45:00;12;Otros
2793-332-LE15;MATERIAL DE CONSTRUCCION PARA REP. DE VIVIENDAS;Municipalidad de Huechuraba;Adjudicada;14-12-2015 15:01:00;12;Obras e Infraestructura
2793-336-L115;Equipamiento de Sonido para Deportes y Recreacion;Municipalidad de Huechuraba;Adjudicada;10-12-2015 09:30:00;12;Otros
2793-334-L115;PRODUCCION EVENTO JUVENTUDES POR LA PAZ;Municipalidad de Huechuraba;Adjudicada;09-12-2015 15:39:00;12;Educación, Social y Eventos
2793-329-L115;RE INAUGURACI�N BIBLIOTECA HUECHURABA 2015;Municipalidad de Huechuraba;Adjudicada;07-12-2015 15:43:00;12;Otros
2793-327-LE15;ARRIENDO MINIBUS PARA TRASLADO DE FUNCIONARIOS;Municipalidad de Huechuraba;Adjudicada;07-12-2015 15:00:00;12;Otros
2793-328-L115;Taller de Prevenci�n y promoci�n de la Salud;Municipalidad de Huechuraba;Adjudicada;03-12-2015 10:30:00;12;Salud
2793-320-LE15;PRODUCCION EVENTO FESTIVAL POPULAR HUECHURABA 2015;Municipalidad de Huechuraba;Adjudicada;03-12-2015 10:00:00;12;Educación, Social y Eventos
2793-321-LE15;Producci�n evento denominado ZUMBA NOCTURNA;Municipalidad de Huechuraba;Adjudicada;03-12-2015 10:00:00;12;Educación, Social y Eventos
2793-326-L115;MATERIALES ELECTRICOS INSTALACION FERIA NAVIDE�A;Municipalidad de Huechuraba;Adjudicada;01-12-2015 10:00:00;12;Otros
2793-325-L115;Insecticidas para Departamento de Zoonosis;Municipalidad de Huechuraba;Adjudicada;30-11-2015 19:29:00;11;Otros
2793-319-L115;Compra de Notebook y Mini Proyector para para Omil;Municipalidad de Huechuraba;Adjudicada;30-11-2015 15:30:00;11;Otros
2793-324-L115;BOLSAS ECOLOGICAS IMPRESAS;Municipalidad de Huechuraba;Adjudicada;30-11-2015 15:05:00;11;Otros
